20uM,40uM,80uM,120uM
53.83641305252128,84.513048095615,133.68207085622691,244.7450193815357
53.92058878228454,83.53266179495554,123.51988507725119,250.87124503413077
52.00733043571638,82.15935786047407,111.68159374542753,256.83033624589757
51.94819590944634,82.88369782634872,112.16932304663612,261.01768913107196
